,so_ky_hieu,ngay_ban_hanh,trich_yeu,hieu_luc,pdf
2156,889/UBND-VX,05/03/2019,"hướng dẫn trình tự thực hiện xã hội hóa theo nghị định 69/2008/nđ-cp, 59/2014/nđ-cp trên địa bàn tỉnh bình dương.",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/3114/889-VX.signed.pdf
2157,894/UBND-KTTH,04/03/2019,triển khai đề án sắp xếp lại các trạm thu phí trên địa bàn tỉnh bình dương,Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/3118/894-KTTH.signed.pdf
2158,471/QĐ-UBND,04/03/2019,"phê duyệt kế hoạch hoạt động và kinh phí năm 2019 của dự án “quỹ toàn cầu phòng, chống hiv/aids giai đoạn 2018 – 2020” do quỹ toàn cầu phòng, chống aids, lao và sốt rét tài trợ",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/3116/471-QD.signed.pdf
2159,39/TB-UBND,01/03/2019,kết luận của chủ tịch ủy ban nhân dân tỉnh trần thanh liêm tại phiên họp thường kỳ tháng 02/2019 - ủy ban nhân dân tỉnh khóa ix,Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/3113/39-TB.signed.pdf
2160,792/KH-UBND,27/02/2019,"triển khai thực hiện quyết định số 06/qđ-ttg ngày 03 tháng 01 năm 2019 của thủ tướng chính phủ ban hành quy định tiêu chuẩn, trình tự đánh giá và công nhận xã, phường, thị trấn phù hợp với trẻ em trên địa bàn tỉnh bình dương giai đoạn 1 năm 2019 – 2022",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/3107/792-KH.signed.pdf
2161,772/UBND-KTN,27/02/2019,thu thập dữ liệu tài nguyên và môi trường năm 2019 trên địa bàn tỉnh bình dương,Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/3105/772-KH.signed.pdf
2162,787/UBND-TH,26/02/2019,"báo cáo công tác quí i, nhiệm vụ quí ii năm 2019",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/3106/787-TH.pdf
2163,740/UBND-NC,25/02/2019,chấn chỉnh hoạt động tiếp nhận hồ sơ và trả kết quả thủ tục hành chính tại bộ phận một cửa các cấp,Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/3102/740-NC.signed.pdf
2164,422/QĐ-UBND,25/02/2019,danh mục quyết định của ủy ban nhân dân tỉnh quy định chi tiết các nội dung được giao trong các luật được quốc hội khóa xiv thông qua tại kỳ họp thứ 6,Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/3104/422-QD.signed.pdf
2165,703/KH-UBND,20/02/2019,ban hành kế hoạch triển khai chương trình hành động quốc gia “không còn nạn đói” trên địa bàn tỉnh bình dương đến năm 2025,Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/3103/703-KH.signed.pdf
2166,689/KH-UBND,20/02/2019,"truyền thông, tuyên truyền cơ chế một cửa, một cửa liên thông và hành chính công năm 2019 trên địa bàn tỉnh bình dương ",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/3096/689-KH.signed.pdf
2167,669/UBND-NC,20/02/2019,"tuyên truyền, phổ biến các luật, nghị quyết được thông qua tại kỳ họp thứ 6, quốc hội khóa xiv và các nghị quyết của hội đồng nhân dân tỉnh khóa ix, kỳ họp thứ tám",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/3095/669-NC.signed.pdf
2168,392/QĐ-UBND,20/02/2019,"giao đất cho công ty tnhh đầu tư xây dựng và kinh doanh bất động sản an phú gia để thực hiện dự án khu nhà ở chỉnh trang đô thị hòa lân 2 tại phường thuận giao, thị xã thuận an    ",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/3099/392-QD.signed.pdf
2169,390/QĐ-UBND,20/02/2019,"cho phép công ty cổ phần bất động sản u&i sử dụng đất để thực hiện dự án khu nhà ở bình thuận ii (đợt 1), phường thuận giao, thị xã thuận an",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/3100/390-QD.signed.pdf
2170,389/QĐ-UBND,20/02/2019,"thu hồi đất của tổng công ty đầu tư và phát triển công nghiệp – ctcp; giao ủy ban nhân dân huyện bàu bàng để giao đất tái định cư thuộc dự án khu dân cư 5a, ấp 5, thị trấn lai uyên, huyện bàu bàng",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/3097/389-QD.signed.pdf
2171,388/QĐ-UBND,20/02/2019,"cho phép công ty cổ phần khu công nghiệp tân bình thuê đất (đợt 6) với hình thức nhà nước cho thuê đất trả tiền một lần cho cả 
thời gian thuê để thực hiện dự án khu công nghiệp tân bình tại xã tân bình, huyện bắc tân uyên ",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/3098/388-QD.signed.pdf
2172,644/UBND-KTTH,15/02/2019,"sửa chữa, bảo trì, cải tạo các công trình có chi phí dưới 500 triệu đồng",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/3094/644-KTTH.signed.pdf
2173,643/UBND-TH,15/02/2019,đôn đốc thực hiện nhiệm vụ sau kỳ nghỉ tết nguyên đán kỷ hợi 2019,Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/3089/643-TH.signed.pdf
2174,639/UBND-KTN,15/02/2019,tham gia chiến dịch giờ trái đất năm 2019,Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/3093/639UBND-KTN.signed.pdf
2175,629/KH-UBND,14/02/2019,"triển khai thực hiện nghị quyết số 02/nq-cp ngày 01/01/2019 của chính phủ về tiếp tục thực hiện những nhiệm vụ, giải pháp chủ yếu cải thiện môi trường kinh doanh, nâng cao năng lực cạnh tranh quốc gia năm 2019 và định hướng đến năm 2021 trên địa bàn tỉnh bình dương",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/3085/629-KH.signed.pdf
2176,350/QĐ-UBND,14/02/2019,"giao đất cho ủy ban nhân dân thị trấn tân thành và trường tiểu học tân thành tại thị trấn tân thành, huyện bắc tân uyên",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/3090/350-QD.signed.pdf
2177,349/QĐ-UBND,14/02/2019,"cho phép công ty tnhh phương tài chuyển mục đích sử dụng đất từ đất trồng cây hàng năm khác và cây lâu năm sang đất thương mại, dịch vụ tại phường mỹ phước, thị xã bến cát",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/3091/349-QD.signed.pdf
2178,348/QĐ-UBND,14/02/2019,"điều chỉnh điều 2, điều 3 quyết định số 3060/qđ-ubnd ngày 02/11/2017 của ủy ban nhân dân tỉnh",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/3092/348-QD.signed.pdf
2179,338/QĐ-UBND,12/02/2019,"cho phép công ty tnhh một thành viên gia thịnh phát chuyển mục đích sử dụng đất từ đất trồng cây lâu năm sang đất cơ sở sản xuất phi nông nghiệp tại xã an lập, huyện dầu tiếng",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/3086/338-QD.signed.pdf
2180,336/QĐ-UBND,12/02/2019,"gia hạn thời gian thuê đất của công ty tnhh sản xuất - thương mại - dịch vụ hồng đạt tại xã thường tân, huyện bắc tân uyên",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/3087/336-QD.signed.pdf
2181,335/QĐ-UBND,12/02/2019,"giao đất không thu tiền sử dụng đất cho trường tiểu học thới hòa tại phường thới hòa, thị xã bến cát",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/3088/335-QD.signed.pdf
2182,588/UBND-KSTT,11/02/2019,"chấn chỉnh thực hiện tiếp nhận, xử lý và trả lời phản ánh, kiến nghị của người dân, doanh nghiệp",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/3080/588-KSTT.signed.pdf
2183,536/KH-UBND,01/02/2019,thực hiện các chương trình mục tiêu quốc gia năm 2019 trên địa bàn tỉnh bình dương,Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/3071/536-KH.signed.pdf
2184,576/UBND-VX,01/02/2019,thực hiện chỉ thị số 02/ct-ttg của thủ tướng chính phủ,Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/3084/576-VX.signed.pdf
2185,554/UBND-KTTH,01/02/2019,tham dự hội nghị gặp gỡ cộng đồng doanh nghiệp đầu tư nước ngoài trên địa bàn tỉnh bình dương do phó thủ tướng chính phủ vương đình huệ chủ trì,Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/3077/554-KTTH.signed.pdf
2186,536/KH-UBND,01/02/2019,thực hiện các chương trình mục tiêu quốc gia năm 2019 trên địa bàn tỉnh bình dương,Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/3071/536-KH.signed.pdf
2187,307/QĐ-UBND,01/02/2019,"cho phép công ty tnhh sản xuất thương mại và dịch vụ tân tân mỹ chuyển mục đích sử dụng đất từ đất trồng cây lâu năm sang sản xuất vật liệu xây dựng, làm đồ gốm tại xã tân mỹ, huyện bắc tân uyên",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/3101/307Q%C4%90-UBND.signed.pdf
2188,305/QĐ-UBND,01/02/2019,"giao đất không thu tiền sử dụng đất cho ủy ban nhân dân xã tân long, huyện phú giáo ",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/3079/305-QD.signed.pdf
2189,301/QĐ-UBND,01/02/2019,"chuyển trung tâm hành chính công và chức năng, nhiệm vụ về triển khai thực hiện cơ chế một cửa, một cửa liên thông từ sở nội vụ về văn phòng ủy ban nhân dân tỉnh",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/3078/301-QD.signed.pdf
2190,297/QĐ-UBND,31/01/2019,ban hành kế hoạch hoạt động kiểm soát thủ tục hành chính năm 2019 trên địa bàn tỉnh bình dương,Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/3115/297-QD.signed.pdf
2191,291/QĐ-UBND,31/01/2019,"công bố thủ tục hành chính được sửa đổi, bổ sung trong lĩnh vực môi trường, khí tượng thủy văn, địa chất và khoáng sản, tài nguyên nước thuộc thẩm quyền giải quyết của sở tài nguyên và môi trường",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/3072/291-QD.signed.pdf
2192,295/QĐ-UBND,30/01/2019,ban hành quy trình áp dụng quản lý rủi ro và bộ tiêu chí đánh giá rủi ro về theo dõi và giám sát hoạt động của doanh nghiệp trên địa bàn tỉnh.,Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/3076/295-QD.signed.pdf
2193,271/QĐ-UBND,30/01/2019,"giao đất và công nhận quyền sử dụng đất cho ủy ban nhân dân xã an linh, huyện phú giáo  ",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/3074/271-QD.signed.pdf
2194,269/QĐ-UBND,30/01/2019,"thu hồi đất do ubnd phường bình hòa quản lý, giao đất không thu tiền sử dụng đất cho trường tiểu học bình hòa 2 tại phường bình hòa, thị xã thuận an",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/3073/269-QD.signed.pdf
2195,266/QĐ-UBND,30/01/2019,"giao đất và công nhận quyền sử dụng đất cho ủy ban nhân dân xã tân mỹ, huyện bắc tân uyên",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/3075/266-QD.signed.pdf
2196,465/UBND-VX,29/01/2019,triển khai thực hiện quyết định số 1431/qđ-ttg của thủ tướng chính phủ,Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/3082/465-VX.signed.pdf
2197,3/CT-UBND,29/01/2019,"tăng cường thực hiện các giải pháp bảo đảm trật tự, an toàn giao thông năm 2019",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/3068/03-CT.signed.pdf
2198,297/KH-UBND,29/01/2019,"công tác phòng, chống tham nhũng năm 2019",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/3059/KH297-UBNDT-19.PDF.signed.pdf
2199,235/QĐ-UBND,28/01/2019,"công bố danh mục văn bản quy phạm pháp luật hết hiệu lực, ngưng hiệu lực toàn bộ hoặc một phần thuộc lĩnh vực quản lý nhà nước của hđnd, ubnd tỉnh bình dương năm 2018",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/3070/235QD_cong_bo_danh_muc_van_ban_qppl_het_hieu_luc_nam_2018.signed.pdf
2200,234/QĐ-UBND,28/01/2019,"cho phép tổng công ty đầu tư và phát triển công nghiệp - ctcp thuê đất (đợt 7) để thực hiện dự án khu công nghiệp bàu bàng tại xã lai hưng và thị trấn lai uyên, huyện bàu bàng",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/3066/234-QD.signed.pdf
2201,233/QĐ-UBND,28/01/2019,"thu hồi đất, giao đất cho công ty cổ phần vincom retail trong dự án khu liên hợp cao ốc sóng thần tại phường dĩ an, thị xã dĩ an",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/3065/233-QD.signed.pdf
2202,232/QĐ-UBND,28/01/2019,"cho phép công ty cổ phần gạch ngói đồng nai được chuyển mục đích sử dụng đất từ đất trồng cây lâu năm sang đất sản xuất vật liệu xây dựng, làm đồ gốm tại xã phước hòa, huyện phú giáo",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/3064/232-QD.signed.pdf
2203,231/QĐ-UBND,28/01/2019,"cho phép công ty tnhh dịch vụ bất động sản và xây dựng hoàng nam chuyển mục đích sử dụng đất để thực hiện dự án khu nhà ở thương mại hoàng nam tại phường tân bình, thị xã dĩ an",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/3062/231-QD.signed.pdf
2204,229/QĐ-UBND,28/01/2019,công bố thủ tục hành chính mới; thủ tục hành chính bị bãi thuộc thẩm quyền giải quyết của sở xây dựng/tổ chức xã hội nghề nghiệp đã được công nhận tỉnh bình dương,Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/3069/229-QD.signed.pdf
2205,18/TB-UBND,25/01/2019,kết luận của chủ tịch ủy ban nhân dân tỉnh trần thanh liêm tại phiên họp thường kỳ tháng 01/2019 - ủy ban nhân dân tỉnh khóa ix,Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/3058/18TB-UBND.signed.pdf
2206,210/QĐ-UBND,24/01/2019,"cho phép công ty tnhh sản xuất thương mại dịch vụ quỳnh vy chuyển mục đích sử dụng đất từ đất trồng cây lâu năm sang đất cơ sở sản xuất phi nông nghiệp tại xã an bình, huyện phú giáo",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/3063/210-QD.signed.pdf
2207,17/TB-UBND,24/01/2019,chương trình làm việc tháng 02/2019 của ủy ban nhân dân tỉnh,Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/3057/17TB-UBND.PDF
2208,385/UBND-KTN,24/01/2019,"giao quản lý, sử dụng tài sản thuộc các cơ quan, đơn vị trong tòa nhà",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/3081/385UBND-KTN.PDF.signed.pdf
2209,211/QĐ-UBND,24/01/2019,"cho phép công ty tnhh oánh hiền chuyển mục đích sử dụng đất từ đất trồng cây lâu năm sang đất cơ sở sản xuất phi nông nghiệp tại xã đất cuốc, huyện bắc tân uyên",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/3067/211-QD.signed.pdf
2210,210/QĐ-UBND,24/01/2019,"cho phép công ty tnhh sản xuất thương mại dịch vụ quỳnh vy chuyển mục đích sử dụng đất từ đất trồng cây lâu năm sang đất cơ sở sản xuất phi nông nghiệp tại xã an bình, huyện phú giáo",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/3063/210-QD.signed.pdf
2211,17/TB-UBND,24/01/2019,chương trình làm việc tháng 02/2019 của ủy ban nhân dân tỉnh,Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/3057/17TB-UBND.PDF
2212,371/UBND-VX,23/01/2019,"chủ trương mua sắm trang thiết bị phục vụ hội nghị truyền hình trực tuyến kết nối giữa cấp tỉnh, cấp huyện, cấp xã",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/3061/371-VX.signed.pdf
2213,203/QĐ-UBND,23/01/2019,"công nhận quyền sử dụng đất như giao đất không thu tiền sử dụng đất cho trường mẫu giáo phú an tại xã phú an, thị xã bến cát",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/3055/203-QD.signed.pdf
2214,202/QĐ-UBND,23/01/2019," công nhận quyền sử dụng đất như giao đất không thu tiền sử dụng đất cho trạm y tế xã vĩnh hòa tại xã vĩnh hòa, huyện phú giáo",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/3053/202-QD.signed.pdf
